stationid,date,year,month,day,variable,value,station_name,latitude
USH00294426,1955-12-31,1955,dec,31,tavg,5.13,JORNADA EXP RANGE,32.6169
USH00294426,1956-01-31,1956,jan,31,tavg,5.92,JORNADA EXP RANGE,32.6169
USH00294426,1956-02-29,1956,feb,29,tavg,4.47,JORNADA EXP RANGE,32.6169
USH00294426,1956-03-31,1956,mar,31,tavg,10.23,JORNADA EXP RANGE,32.6169
USH00294426,1956-04-30,1956,apr,30,tavg,12.26,JORNADA EXP RANGE,32.6169
USH00294426,1956-05-31,1956,may,31,tavg,19.47,JORNADA EXP RANGE,32.6169
USH00294426,1956-06-30,1956,jun,30,tavg,25.6,JORNADA EXP RANGE,32.6169
USH00294426,1956-07-31,1956,jul,31,tavg,24.23,JORNADA EXP RANGE,32.6169
USH00294426,1956-08-31,1956,aug,31,tavg,22.98,JORNADA EXP RANGE,32.6169
USH00294426,1956-09-30,1956,sep,30,tavg,19.84,JORNADA EXP RANGE,32.6169
USH00294426,1956-10-31,1956,oct,31,tavg,15.5,JORNADA EXP RANGE,32.6169
USH00294426,1956-11-30,1956,nov,30,tavg,5.29,JORNADA EXP RANGE,32.6169
USH00294426,1956-12-31,1956,dec,31,tavg,3.87,JORNADA EXP RANGE,32.6169
USH00294426,1957-01-31,1957,jan,31,tavg,6.87,JORNADA EXP RANGE,32.6169
USH00294426,1957-02-28,1957,feb,28,tavg,10.89,JORNADA EXP RANGE,32.6169
USH00294426,1957-03-31,1957,mar,31,tavg,10.11,JORNADA EXP RANGE,32.6169
USH00294426,1957-04-30,1957,apr,30,tavg,13.13,JORNADA EXP RANGE,32.6169
USH00294426,1957-05-31,1957,may,31,tavg,17.27,JORNADA EXP RANGE,32.6169
USH00294426,1957-06-30,1957,jun,30,tavg,23.76,JORNADA EXP RANGE,32.6169
USH00294426,1957-07-31,1957,jul,31,tavg,26.65,JORNADA EXP RANGE,32.6169
USH00294426,1957-08-31,1957,aug,31,tavg,24.07,JORNADA EXP RANGE,32.6169
USH00294426,1957-09-30,1957,sep,30,tavg,20.09,JORNADA EXP RANGE,32.6169
USH00294426,1957-10-31,1957,oct,31,tavg,14.6,JORNADA EXP RANGE,32.6169
USH00294426,1957-11-30,1957,nov,30,tavg,7.24,JORNADA EXP RANGE,32.6169
USH00294426,1957-12-31,1957,dec,31,tavg,3.21,JORNADA EXP RANGE,32.6169
USH00294426,1958-01-31,1958,jan,31,tavg,2.1,JORNADA EXP RANGE,32.6169
USH00294426,1958-02-28,1958,feb,28,tavg,7.02,JORNADA EXP RANGE,32.6169
USH00294426,1958-03-31,1958,mar,31,tavg,7.39,JORNADA EXP RANGE,32.6169
USH00294426,1958-04-30,1958,apr,30,tavg,12.7,JORNADA EXP RANGE,32.6169
USH00294426,1958-05-31,1958,may,31,tavg,19.06,JORNADA EXP RANGE,32.6169
USH00294426,1958-06-30,1958,jun,30,tavg,25.09,JORNADA EXP RANGE,32.6169
USH00294426,1958-07-31,1958,jul,31,tavg,26.21,JORNADA EXP RANGE,32.6169
USH00294426,1958-08-31,1958,aug,31,tavg,25.25,JORNADA EXP RANGE,32.6169
USH00294426,1958-09-30,1958,sep,30,tavg,20.74,JORNADA EXP RANGE,32.6169
USH00294426,1958-10-31,1958,oct,31,tavg,14.26,JORNADA EXP RANGE,32.6169
USH00294426,1958-11-30,1958,nov,30,tavg,8.19,JORNADA EXP RANGE,32.6169
USH00294426,1958-12-31,1958,dec,31,tavg,3.58,JORNADA EXP RANGE,32.6169
USH00294426,1959-01-31,1959,jan,31,tavg,4.03,JORNADA EXP RANGE,32.6169
USH00294426,1959-02-28,1959,feb,28,tavg,5.92,JORNADA EXP RANGE,32.6169
USH00294426,1959-03-31,1959,mar,31,tavg,8.11,JORNADA EXP RANGE,32.6169
USH00294426,1959-04-30,1959,apr,30,tavg,14.95,JORNADA EXP RANGE,32.6169
USH00294426,1959-05-31,1959,may,31,tavg,18.29,JORNADA EXP RANGE,32.6169
USH00294426,1959-06-30,1959,jun,30,tavg,24.95,JORNADA EXP RANGE,32.6169
USH00294426,1959-07-31,1959,jul,31,tavg,26.09,JORNADA EXP RANGE,32.6169
USH00294426,1959-08-31,1959,aug,31,tavg,24.43,JORNADA EXP RANGE,32.6169
USH00294426,1959-09-30,1959,sep,30,tavg,19.33,JORNADA EXP RANGE,32.6169
USH00294426,1959-10-31,1959,oct,31,tavg,14.07,JORNADA EXP RANGE,32.6169
USH00294426,1959-11-30,1959,nov,30,tavg,5.78,JORNADA EXP RANGE,32.6169
USH00294426,1959-12-31,1959,dec,31,tavg,2.58,JORNADA EXP RANGE,32.6169
USH00294426,1960-01-31,1960,jan,31,tavg,-0.01,JORNADA EXP RANGE,32.6169
USH00294426,1960-02-29,1960,feb,29,tavg,4.47,JORNADA EXP RANGE,32.6169
USH00294426,1960-03-31,1960,mar,31,tavg,11.32,JORNADA EXP RANGE,32.6169
USH00294426,1960-04-30,1960,apr,30,tavg,14.59,JORNADA EXP RANGE,32.6169
USH00294426,1960-05-31,1960,may,31,tavg,18.44,JORNADA EXP RANGE,32.6169
USH00294426,1960-06-30,1960,jun,30,tavg,25.05,JORNADA EXP RANGE,32.6169
USH00294426,1960-07-31,1960,jul,31,tavg,25.01,JORNADA EXP RANGE,32.6169
USH00294426,1960-08-31,1960,aug,31,tavg,24.64,JORNADA EXP RANGE,32.6169
USH00294426,1960-09-30,1960,sep,30,tavg,20.8,JORNADA EXP RANGE,32.6169
USH00294426,1960-10-31,1960,oct,31,tavg,14.04,JORNADA EXP RANGE,32.6169
USH00294426,1960-11-30,1960,nov,30,tavg,9.02,JORNADA EXP RANGE,32.6169
USH00294426,1960-12-31,1960,dec,31,tavg,0.57,JORNADA EXP RANGE,32.6169
USH00294426,1961-01-31,1961,jan,31,tavg,3.51,JORNADA EXP RANGE,32.6169
USH00294426,1961-02-28,1961,feb,28,tavg,5.93,JORNADA EXP RANGE,32.6169
USH00294426,1961-03-31,1961,mar,31,tavg,9.8,JORNADA EXP RANGE,32.6169
USH00294426,1961-04-30,1961,apr,30,tavg,14.06,JORNADA EXP RANGE,32.6169
USH00294426,1961-05-31,1961,may,31,tavg,18.79,JORNADA EXP RANGE,32.6169
USH00294426,1961-06-30,1961,jun,30,tavg,23.8,JORNADA EXP RANGE,32.6169
USH00294426,1961-07-31,1961,jul,31,tavg,25.34,JORNADA EXP RANGE,32.6169
USH00294426,1961-08-31,1961,aug,31,tavg,24.6,JORNADA EXP RANGE,32.6169
USH00294426,1961-09-30,1961,sep,30,tavg,20.49,JORNADA EXP RANGE,32.6169
USH00294426,1961-10-31,1961,oct,31,tavg,14.31,JORNADA EXP RANGE,32.6169
USH00294426,1961-11-30,1961,nov,30,tavg,7.11,JORNADA EXP RANGE,32.6169
USH00294426,1961-12-31,1961,dec,31,tavg,4.01,JORNADA EXP RANGE,32.6169
USH00294426,1962-01-31,1962,jan,31,tavg,3.21,JORNADA EXP RANGE,32.6169
USH00294426,1962-02-28,1962,feb,28,tavg,7.88,JORNADA EXP RANGE,32.6169
USH00294426,1962-03-31,1962,mar,31,tavg,6.71,JORNADA EXP RANGE,32.6169
USH00294426,1962-04-30,1962,apr,30,tavg,14.85,JORNADA EXP RANGE,32.6169
USH00294426,1962-05-31,1962,may,31,tavg,17.74,JORNADA EXP RANGE,32.6169
USH00294426,1962-06-30,1962,jun,30,tavg,21.66,JORNADA EXP RANGE,32.6169
USH00294426,1962-07-31,1962,jul,31,tavg,23.92,JORNADA EXP RANGE,32.6169
USH00294426,1962-08-31,1962,aug,31,tavg,24.49,JORNADA EXP RANGE,32.6169
USH00294426,1962-09-30,1962,sep,30,tavg,19.75,JORNADA EXP RANGE,32.6169
USH00294426,1962-10-31,1962,oct,31,tavg,15.78,JORNADA EXP RANGE,32.6169
USH00294426,1962-11-30,1962,nov,30,tavg,7.6,JORNADA EXP RANGE,32.6169
USH00294426,1962-12-31,1962,dec,31,tavg,2.96,JORNADA EXP RANGE,32.6169
USH00294426,1963-01-31,1963,jan,31,tavg,0.11,JORNADA EXP RANGE,32.6169
USH00294426,1963-02-28,1963,feb,28,tavg,4.8,JORNADA EXP RANGE,32.6169
USH00294426,1963-03-31,1963,mar,31,tavg,8.49,JORNADA EXP RANGE,32.6169
USH00294426,1963-04-30,1963,apr,30,tavg,14.03,JORNADA EXP RANGE,32.6169
USH00294426,1963-05-31,1963,may,31,tavg,18.48,JORNADA EXP RANGE,32.6169
USH00294426,1963-06-30,1963,jun,30,tavg,22.66,JORNADA EXP RANGE,32.6169
USH00294426,1963-07-31,1963,jul,31,tavg,26.73,JORNADA EXP RANGE,32.6169
USH00294426,1963-08-31,1963,aug,31,tavg,23.95,JORNADA EXP RANGE,32.6169
USH00294426,1963-09-30,1963,sep,30,tavg,21.54,JORNADA EXP RANGE,32.6169
USH00294426,1963-10-31,1963,oct,31,tavg,15.93,JORNADA EXP RANGE,32.6169
USH00294426,1963-11-30,1963,nov,30,tavg,8.69,JORNADA EXP RANGE,32.6169
USH00294426,1963-12-31,1963,dec,31,tavg,2.89,JORNADA EXP RANGE,32.6169
USH00294426,1964-01-31,1964,jan,31,tavg,0.76,JORNADA EXP RANGE,32.6169
USH00294426,1964-02-29,1964,feb,29,tavg,1.73,JORNADA EXP RANGE,32.6169
USH00294426,1964-03-31,1964,mar,31,tavg,7.75,JORNADA EXP RANGE,32.6169
USH00294426,1964-04-30,1964,apr,30,tavg,13.02,JORNADA EXP RANGE,32.6169
USH00294426,1964-05-31,1964,may,31,tavg,18.69,JORNADA EXP RANGE,32.6169
USH00294426,1964-06-30,1964,jun,30,tavg,22.16,JORNADA EXP RANGE,32.6169
USH00294426,1964-07-31,1964,jul,31,tavg,25.9,JORNADA EXP RANGE,32.6169
USH00294426,1964-08-31,1964,aug,31,tavg,24.53,JORNADA EXP RANGE,32.6169
USH00294426,1964-09-30,1964,sep,30,tavg,20.55,JORNADA EXP RANGE,32.6169
USH00294426,1964-10-31,1964,oct,31,tavg,14.35,JORNADA EXP RANGE,32.6169
USH00294426,1964-11-30,1964,nov,30,tavg,7.29,JORNADA EXP RANGE,32.6169
USH00294426,1964-12-31,1964,dec,31,tavg,3.22,JORNADA EXP RANGE,32.6169
USH00294426,1965-01-31,1965,jan,31,tavg,4.96,JORNADA EXP RANGE,32.6169
USH00294426,1965-02-28,1965,feb,28,tavg,4.14,JORNADA EXP RANGE,32.6169
USH00294426,1965-03-31,1965,mar,31,tavg,7.66,JORNADA EXP RANGE,32.6169
USH00294426,1965-04-30,1965,apr,30,tavg,13.35,JORNADA EXP RANGE,32.6169
USH00294426,1965-05-31,1965,may,31,tavg,17.99,JORNADA EXP RANGE,32.6169
USH00294426,1965-06-30,1965,jun,30,tavg,21.87,JORNADA EXP RANGE,32.6169
USH00294426,1965-07-31,1965,jul,31,tavg,26.31,JORNADA EXP RANGE,32.6169
USH00294426,1965-08-31,1965,aug,31,tavg,24.74,JORNADA EXP RANGE,32.6169
USH00294426,1965-09-30,1965,sep,30,tavg,20.76,JORNADA EXP RANGE,32.6169
USH00294426,1965-10-31,1965,oct,31,tavg,14.29,JORNADA EXP RANGE,32.6169
USH00294426,1965-11-30,1965,nov,30,tavg,10.1,JORNADA EXP RANGE,32.6169
USH00294426,1965-12-31,1965,dec,31,tavg,4.27,JORNADA EXP RANGE,32.6169
USH00294426,1966-01-31,1966,jan,31,tavg,1.07,JORNADA EXP RANGE,32.6169
USH00294426,1966-02-28,1966,feb,28,tavg,2.71,JORNADA EXP RANGE,32.6169
USH00294426,1966-03-31,1966,mar,31,tavg,8.86,JORNADA EXP RANGE,32.6169
USH00294426,1966-04-30,1966,apr,30,tavg,13.94,JORNADA EXP RANGE,32.6169
USH00294426,1966-05-31,1966,may,31,tavg,19.39,JORNADA EXP RANGE,32.6169
USH00294426,1966-06-30,1966,jun,30,tavg,23.05,JORNADA EXP RANGE,32.6169
USH00294426,1966-07-31,1966,jul,31,tavg,26.85,JORNADA EXP RANGE,32.6169
USH00294426,1966-08-31,1966,aug,31,tavg,24.42,JORNADA EXP RANGE,32.6169
USH00294426,1966-09-30,1966,sep,30,tavg,20.43,JORNADA EXP RANGE,32.6169
USH00294426,1966-10-31,1966,oct,31,tavg,13.58,JORNADA EXP RANGE,32.6169
USH00294426,1966-11-30,1966,nov,30,tavg,9.48,JORNADA EXP RANGE,32.6169
USH00294426,1966-12-31,1966,dec,31,tavg,2.78,JORNADA EXP RANGE,32.6169
USH00294426,1967-01-31,1967,jan,31,tavg,1.87,JORNADA EXP RANGE,32.6169
USH00294426,1967-02-28,1967,feb,28,tavg,5.97,JORNADA EXP RANGE,32.6169
USH00294426,1967-03-31,1967,mar,31,tavg,11.84,JORNADA EXP RANGE,32.6169
USH00294426,1967-04-30,1967,apr,30,tavg,14.44,JORNADA EXP RANGE,32.6169
USH00294426,1967-05-31,1967,may,31,tavg,17.12,JORNADA EXP RANGE,32.6169
USH00294426,1967-06-30,1967,jun,30,tavg,23.36,JORNADA EXP RANGE,32.6169
USH00294426,1967-07-31,1967,jul,31,tavg,26.83,JORNADA EXP RANGE,32.6169
USH00294426,1967-08-31,1967,aug,31,tavg,23.73,JORNADA EXP RANGE,32.6169
USH00294426,1967-09-30,1967,sep,30,tavg,20.53,JORNADA EXP RANGE,32.6169
USH00294426,1967-10-31,1967,oct,31,tavg,14.56,JORNADA EXP RANGE,32.6169
USH00294426,1967-11-30,1967,nov,30,tavg,8.87,JORNADA EXP RANGE,32.6169
USH00294426,1967-12-31,1967,dec,31,tavg,2.72,JORNADA EXP RANGE,32.6169
USH00294426,1968-01-31,1968,jan,31,tavg,3.66,JORNADA EXP RANGE,32.6169
USH00294426,1968-02-29,1968,feb,29,tavg,7.35,JORNADA EXP RANGE,32.6169
USH00294426,1968-03-31,1968,mar,31,tavg,8.31,JORNADA EXP RANGE,32.6169
USH00294426,1968-04-30,1968,apr,30,tavg,11.65,JORNADA EXP RANGE,32.6169
USH00294426,1968-05-31,1968,may,31,tavg,17.42,JORNADA EXP RANGE,32.6169
USH00294426,1968-06-30,1968,jun,30,tavg,23.27,JORNADA EXP RANGE,32.6169
USH00294426,1968-07-31,1968,jul,31,tavg,24.98,JORNADA EXP RANGE,32.6169
USH00294426,1968-08-31,1968,aug,31,tavg,23.05,JORNADA EXP RANGE,32.6169
USH00294426,1968-09-30,1968,sep,30,tavg,19.32,JORNADA EXP RANGE,32.6169
USH00294426,1968-10-31,1968,oct,31,tavg,14.86,JORNADA EXP RANGE,32.6169
USH00294426,1968-11-30,1968,nov,30,tavg,7.19,JORNADA EXP RANGE,32.6169
USH00294426,1968-12-31,1968,dec,31,tavg,2.31,JORNADA EXP RANGE,32.6169
USH00294426,1969-01-31,1969,jan,31,tavg,5.77,JORNADA EXP RANGE,32.6169
USH00294426,1969-02-28,1969,feb,28,tavg,5.4,JORNADA EXP RANGE,32.6169
USH00294426,1969-03-31,1969,mar,31,tavg,5.71,JORNADA EXP RANGE,32.6169
USH00294426,1969-04-30,1969,apr,30,tavg,14.35,JORNADA EXP RANGE,32.6169
USH00294426,1969-05-31,1969,may,31,tavg,18.5,JORNADA EXP RANGE,32.6169
USH00294426,1969-06-30,1969,jun,30,tavg,23.45,JORNADA EXP RANGE,32.6169
USH00294426,1969-07-31,1969,jul,31,tavg,26.77,JORNADA EXP RANGE,32.6169
USH00294426,1969-08-31,1969,aug,31,tavg,26.82,JORNADA EXP RANGE,32.6169
USH00294426,1969-09-30,1969,sep,30,tavg,21.35,JORNADA EXP RANGE,32.6169
USH00294426,1969-10-31,1969,oct,31,tavg,15.46,JORNADA EXP RANGE,32.6169
USH00294426,1969-11-30,1969,nov,30,tavg,7.84,JORNADA EXP RANGE,32.6169
USH00294426,1969-12-31,1969,dec,31,tavg,5.06,JORNADA EXP RANGE,32.6169
USH00294426,1970-01-31,1970,jan,31,tavg,2.84,JORNADA EXP RANGE,32.6169
USH00294426,1970-02-28,1970,feb,28,tavg,6.32,JORNADA EXP RANGE,32.6169
USH00294426,1970-03-31,1970,mar,31,tavg,7.83,JORNADA EXP RANGE,32.6169
USH00294426,1970-04-30,1970,apr,30,tavg,12.01,JORNADA EXP RANGE,32.6169
USH00294426,1970-05-31,1970,may,31,tavg,18.02,JORNADA EXP RANGE,32.6169
USH00294426,1970-06-30,1970,jun,30,tavg,22.92,JORNADA EXP RANGE,32.6169
USH00294426,1970-07-31,1970,jul,31,tavg,26.28,JORNADA EXP RANGE,32.6169
USH00294426,1970-08-31,1970,aug,31,tavg,24.53,JORNADA EXP RANGE,32.6169
USH00294426,1970-09-30,1970,sep,30,tavg,20.34,JORNADA EXP RANGE,32.6169
USH00294426,1970-10-31,1970,oct,31,tavg,11.45,JORNADA EXP RANGE,32.6169
USH00294426,1970-11-30,1970,nov,30,tavg,7.43,JORNADA EXP RANGE,32.6169
USH00294426,1970-12-31,1970,dec,31,tavg,5.34,JORNADA EXP RANGE,32.6169
USH00294426,1971-01-31,1971,jan,31,tavg,3.57,JORNADA EXP RANGE,32.6169
USH00294426,1971-02-28,1971,feb,28,tavg,5.93,JORNADA EXP RANGE,32.6169
USH00294426,1971-03-31,1971,mar,31,tavg,9.2,JORNADA EXP RANGE,32.6169
USH00294426,1971-04-30,1971,apr,30,tavg,12.99,JORNADA EXP RANGE,32.6169
USH00294426,1971-05-31,1971,may,31,tavg,17.48,JORNADA EXP RANGE,32.6169
USH00294426,1971-06-30,1971,jun,30,tavg,22.85,JORNADA EXP RANGE,32.6169
USH00294426,1971-07-31,1971,jul,31,tavg,26.61,JORNADA EXP RANGE,32.6169
USH00294426,1971-08-31,1971,aug,31,tavg,23.74,JORNADA EXP RANGE,32.6169
USH00294426,1971-09-30,1971,sep,30,tavg,21.17,JORNADA EXP RANGE,32.6169
USH00294426,1971-10-31,1971,oct,31,tavg,13.73,JORNADA EXP RANGE,32.6169
USH00294426,1971-11-30,1971,nov,30,tavg,8.55,JORNADA EXP RANGE,32.6169
USH00294426,1971-12-31,1971,dec,31,tavg,4.52,JORNADA EXP RANGE,32.6169
USH00294426,1972-01-31,1972,jan,31,tavg,4.41,JORNADA EXP RANGE,32.6169
USH00294426,1972-02-29,1972,feb,29,tavg,5.77,JORNADA EXP RANGE,32.6169
USH00294426,1972-03-31,1972,mar,31,tavg,11.98,JORNADA EXP RANGE,32.6169
USH00294426,1972-04-30,1972,apr,30,tavg,13.47,JORNADA EXP RANGE,32.6169
USH00294426,1972-05-31,1972,may,31,tavg,17.57,JORNADA EXP RANGE,32.6169
USH00294426,1972-06-30,1972,jun,30,tavg,23.26,JORNADA EXP RANGE,32.6169
USH00294426,1972-07-31,1972,jul,31,tavg,25.65,JORNADA EXP RANGE,32.6169
USH00294426,1972-08-31,1972,aug,31,tavg,23.81,JORNADA EXP RANGE,32.6169
USH00294426,1972-09-30,1972,sep,30,tavg,20.25,JORNADA EXP RANGE,32.6169
USH00294426,1972-10-31,1972,oct,31,tavg,16.03,JORNADA EXP RANGE,32.6169
USH00294426,1972-11-30,1972,nov,30,tavg,5.34,JORNADA EXP RANGE,32.6169
USH00294426,1972-12-31,1972,dec,31,tavg,4.23,JORNADA EXP RANGE,32.6169
USH00294426,1973-01-31,1973,jan,31,tavg,2.1,JORNADA EXP RANGE,32.6169
USH00294426,1973-02-28,1973,feb,28,tavg,5.18,JORNADA EXP RANGE,32.6169
USH00294426,1973-03-31,1973,mar,31,tavg,8.07,JORNADA EXP RANGE,32.6169
USH00294426,1973-04-30,1973,apr,30,tavg,10.45,JORNADA EXP RANGE,32.6169
USH00294426,1973-05-31,1973,may,31,tavg,16.89,JORNADA EXP RANGE,32.6169
USH00294426,1973-06-30,1973,jun,30,tavg,22.06,JORNADA EXP RANGE,32.6169
USH00294426,1973-07-31,1973,jul,31,tavg,24.7,JORNADA EXP RANGE,32.6169
USH00294426,1973-08-31,1973,aug,31,tavg,23.47,JORNADA EXP RANGE,32.6169
USH00294426,1973-09-30,1973,sep,30,tavg,20.77,JORNADA EXP RANGE,32.6169
USH00294426,1973-10-31,1973,oct,31,tavg,13.66,JORNADA EXP RANGE,32.6169
USH00294426,1973-11-30,1973,nov,30,tavg,9.01,JORNADA EXP RANGE,32.6169
USH00294426,1973-12-31,1973,dec,31,tavg,3.54,JORNADA EXP RANGE,32.6169
USH00294426,1974-01-31,1974,jan,31,tavg,4.4,JORNADA EXP RANGE,32.6169
USH00294426,1974-02-28,1974,feb,28,tavg,3.41,JORNADA EXP RANGE,32.6169
USH00294426,1974-03-31,1974,mar,31,tavg,11.49,JORNADA EXP RANGE,32.6169
USH00294426,1974-04-30,1974,apr,30,tavg,13.39,JORNADA EXP RANGE,32.6169
USH00294426,1974-05-31,1974,may,31,tavg,19.63,JORNADA EXP RANGE,32.6169
USH00294426,1974-06-30,1974,jun,30,tavg,24.77,JORNADA EXP RANGE,32.6169
USH00294426,1974-07-31,1974,jul,31,tavg,24.54,JORNADA EXP RANGE,32.6169
USH00294426,1974-08-31,1974,aug,31,tavg,22.36,JORNADA EXP RANGE,32.6169
USH00294426,1974-09-30,1974,sep,30,tavg,19.21,JORNADA EXP RANGE,32.6169
USH00294426,1974-10-31,1974,oct,31,tavg,14.86,JORNADA EXP RANGE,32.6169
USH00294426,1974-11-30,1974,nov,30,tavg,7.51,JORNADA EXP RANGE,32.6169
USH00294426,1974-12-31,1974,dec,31,tavg,2.1,JORNADA EXP RANGE,32.6169
USH00294426,1975-01-31,1975,jan,31,tavg,3.05,JORNADA EXP RANGE,32.6169
USH00294426,1975-02-28,1975,feb,28,tavg,5.27,JORNADA EXP RANGE,32.6169
USH00294426,1975-03-31,1975,mar,31,tavg,8.54,JORNADA EXP RANGE,32.6169
USH00294426,1975-04-30,1975,apr,30,tavg,10.49,JORNADA EXP RANGE,32.6169
USH00294426,1975-05-31,1975,may,31,tavg,15.55,JORNADA EXP RANGE,32.6169
USH00294426,1975-06-30,1975,jun,30,tavg,22.31,JORNADA EXP RANGE,32.6169
USH00294426,1975-07-31,1975,jul,31,tavg,24.37,JORNADA EXP RANGE,32.6169
USH00294426,1975-08-31,1975,aug,31,tavg,24.56,JORNADA EXP RANGE,32.6169
USH00294426,1975-09-30,1975,sep,30,tavg,19.57,JORNADA EXP RANGE,32.6169
USH00294426,1975-10-31,1975,oct,31,tavg,13.91,JORNADA EXP RANGE,32.6169
USH00294426,1975-11-30,1975,nov,30,tavg,7.7,JORNADA EXP RANGE,32.6169
USH00294426,1975-12-31,1975,dec,31,tavg,3.24,JORNADA EXP RANGE,32.6169
USH00294426,1976-01-31,1976,jan,31,tavg,2.31,JORNADA EXP RANGE,32.6169
USH00294426,1976-02-29,1976,feb,29,tavg,8.27,JORNADA EXP RANGE,32.6169
USH00294426,1976-03-31,1976,mar,31,tavg,9.67,JORNADA EXP RANGE,32.6169
USH00294426,1976-04-30,1976,apr,30,tavg,14.18,JORNADA EXP RANGE,32.6169
USH00294426,1976-05-31,1976,may,31,tavg,17.57,JORNADA EXP RANGE,32.6169
USH00294426,1976-06-30,1976,jun,30,tavg,22.86,JORNADA EXP RANGE,32.6169
USH00294426,1976-07-31,1976,jul,31,tavg,23.83,JORNADA EXP RANGE,32.6169
USH00294426,1976-08-31,1976,aug,31,tavg,23.54,JORNADA EXP RANGE,32.6169
USH00294426,1976-09-30,1976,sep,30,tavg,19.38,JORNADA EXP RANGE,32.6169
USH00294426,1976-10-31,1976,oct,31,tavg,11.77,JORNADA EXP RANGE,32.6169
USH00294426,1976-11-30,1976,nov,30,tavg,5.55,JORNADA EXP RANGE,32.6169
USH00294426,1976-12-31,1976,dec,31,tavg,1.15,JORNADA EXP RANGE,32.6169
USH00294426,1977-01-31,1977,jan,31,tavg,2.75,JORNADA EXP RANGE,32.6169
USH00294426,1977-02-28,1977,feb,28,tavg,5.5,JORNADA EXP RANGE,32.6169
USH00294426,1977-03-31,1977,mar,31,tavg,6.04,JORNADA EXP RANGE,32.6169
USH00294426,1977-04-30,1977,apr,30,tavg,13.56,JORNADA EXP RANGE,32.6169
USH00294426,1977-05-31,1977,may,31,tavg,17.53,JORNADA EXP RANGE,32.6169
USH00294426,1977-06-30,1977,jun,30,tavg,23.63,JORNADA EXP RANGE,32.6169
USH00294426,1977-07-31,1977,jul,31,tavg,25.14,JORNADA EXP RANGE,32.6169
USH00294426,1977-08-31,1977,aug,31,tavg,25.64,JORNADA EXP RANGE,32.6169
USH00294426,1977-09-30,1977,sep,30,tavg,22.45,JORNADA EXP RANGE,32.6169
USH00294426,1977-10-31,1977,oct,31,tavg,15.57,JORNADA EXP RANGE,32.6169
USH00294426,1977-11-30,1977,nov,30,tavg,8.57,JORNADA EXP RANGE,32.6169
USH00294426,1977-12-31,1977,dec,31,tavg,6.83,JORNADA EXP RANGE,32.6169
USH00294426,1978-01-31,1978,jan,31,tavg,4.39,JORNADA EXP RANGE,32.6169
USH00294426,1978-02-28,1978,feb,28,tavg,5.71,JORNADA EXP RANGE,32.6169
USH00294426,1978-03-31,1978,mar,31,tavg,10.47,JORNADA EXP RANGE,32.6169
USH00294426,1978-04-30,1978,apr,30,tavg,14.74,JORNADA EXP RANGE,32.6169
USH00294426,1978-05-31,1978,may,31,tavg,18.05,JORNADA EXP RANGE,32.6169
USH00294426,1978-06-30,1978,jun,30,tavg,24.43,JORNADA EXP RANGE,32.6169
USH00294426,1978-07-31,1978,jul,31,tavg,27.02,JORNADA EXP RANGE,32.6169
USH00294426,1978-08-31,1978,aug,31,tavg,23.79,JORNADA EXP RANGE,32.6169
USH00294426,1978-09-30,1978,sep,30,tavg,19.82,JORNADA EXP RANGE,32.6169
USH00294426,1978-10-31,1978,oct,31,tavg,15.1,JORNADA EXP RANGE,32.6169
USH00294426,1978-11-30,1978,nov,30,tavg,9.72,JORNADA EXP RANGE,32.6169
USH00294426,1978-12-31,1978,dec,31,tavg,3.22,JORNADA EXP RANGE,32.6169
USH00294426,1979-01-31,1979,jan,31,tavg,2.2,JORNADA EXP RANGE,32.6169
USH00294426,1979-02-28,1979,feb,28,tavg,4.85,JORNADA EXP RANGE,32.6169
USH00294426,1979-03-31,1979,mar,31,tavg,8.07,JORNADA EXP RANGE,32.6169
USH00294426,1979-04-30,1979,apr,30,tavg,12.35,JORNADA EXP RANGE,32.6169
USH00294426,1979-05-31,1979,may,31,tavg,16.83,JORNADA EXP RANGE,32.6169
USH00294426,1979-06-30,1979,jun,30,tavg,21.59,JORNADA EXP RANGE,32.6169
USH00294426,1979-07-31,1979,jul,31,tavg,25.81,JORNADA EXP RANGE,32.6169
USH00294426,1979-08-31,1979,aug,31,tavg,22.55,JORNADA EXP RANGE,32.6169
USH00294426,1979-09-30,1979,sep,30,tavg,19.79,JORNADA EXP RANGE,32.6169
USH00294426,1979-10-31,1979,oct,31,tavg,13.78,JORNADA EXP RANGE,32.6169
USH00294426,1979-11-30,1979,nov,30,tavg,4.51,JORNADA EXP RANGE,32.6169
USH00294426,1979-12-31,1979,dec,31,tavg,3.02,JORNADA EXP RANGE,32.6169
USH00294426,1980-01-31,1980,jan,31,tavg,5.65,JORNADA EXP RANGE,32.6169
USH00294426,1980-02-29,1980,feb,29,tavg,6.34,JORNADA EXP RANGE,32.6169
USH00294426,1980-03-31,1980,mar,31,tavg,7.52,JORNADA EXP RANGE,32.6169
USH00294426,1980-04-30,1980,apr,30,tavg,11.8,JORNADA EXP RANGE,32.6169
USH00294426,1980-05-31,1980,may,31,tavg,17.05,JORNADA EXP RANGE,32.6169
USH00294426,1980-06-30,1980,jun,30,tavg,24.68,JORNADA EXP RANGE,32.6169
USH00294426,1980-07-31,1980,jul,31,tavg,26.97,JORNADA EXP RANGE,32.6169
USH00294426,1980-08-31,1980,aug,31,tavg,25.04,JORNADA EXP RANGE,32.6169
